T_SIGN	BLOCK	ACTUAL_PE	PE_AVE	ERROR
1	1	-0.0318374	-0.0318374	0
1	2	-0.031838	-0.0318377	2.07626e-07
1	3	-0.031839	-0.0318381	3.72853e-07
1	4	-0.0318403	-0.0318387	5.55586e-07
1	5	-0.0318421	-0.0318394	7.56657e-07
1	6	-0.0318442	-0.0318402	9.75157e-07
1	7	-0.0318468	-0.0318411	1.21004e-06
1	8	-0.0318497	-0.0318422	1.46034e-06
1	9	-0.031853	-0.0318434	1.72523e-06
1	10	-0.0318568	-0.0318447	2.00397e-06
1	11	-0.0318609	-0.0318462	2.29592e-06
1	12	-0.0318653	-0.0318478	2.60054e-06
1	13	-0.0318702	-0.0318495	2.91732e-06
1	14	-0.0318755	-0.0318514	3.24581e-06
1	15	-0.0318812	-0.0318534	3.58563e-06
1	16	-0.0318872	-0.0318555	3.9364e-06
1	17	-0.0318937	-0.0318577	4.29781e-06
1	18	-0.0319005	-0.0318601	4.66955e-06
1	19	-0.0319077	-0.0318626	5.05136e-06
1	20	-0.0319153	-0.0318652	5.44297e-06
1	21	-0.0319233	-0.031868	5.84415e-06
1	22	-0.0319317	-0.0318709	6.2547e-06
1	23	-0.0319405	-0.0318739	6.6744e-06
1	24	-0.0319497	-0.0318771	7.10307e-06
1	25	-0.0319592	-0.0318804	7.54053e-06
1	26	-0.0319692	-0.0318838	7.98662e-06
1	27	-0.0319795	-0.0318873	8.44119e-06
1	28	-0.0319902	-0.031891	8.90409e-06
1	29	-0.0320014	-0.0318948	9.37518e-06
1	30	-0.0320129	-0.0318987	9.85434e-06
1	31	-0.0320248	-0.0319028	1.03414e-05
1	32	-0.0320371	-0.031907	1.08364e-05
1	33	-0.0320498	-0.0319113	1.1339e-05
1	34	-0.0320629	-0.0319158	1.18493e-05
1	35	-0.0320764	-0.0319204	1.23671e-05
1	36	-0.0320902	-0.0319251	1.28923e-05
1	37	-0.0321045	-0.0319299	1.34248e-05
1	38	-0.0321192	-0.0319349	1.39646e-05
1	39	-0.0321342	-0.03194	1.45116e-05
1	40	-0.0321497	-0.0319453	1.50656e-05
1	41	-0.0321655	-0.0319507	1.56267e-05
1	42	-0.0321818	-0.0319562	1.61948e-05
1	43	-0.0321984	-0.0319618	1.67697e-05
1	44	-0.0322155	-0.0319676	1.73514e-05
1	45	-0.0322329	-0.0319735	1.79399e-05
1	46	-0.0322508	-0.0319795	1.85351e-05
1	47	-0.032269	-0.0319856	1.9137e-05
1	48	-0.0322876	-0.0319919	1.97454e-05
1	49	-0.0323067	-0.0319984	2.03604e-05
1	50	-0.0323261	-0.0320049	2.09819e-05
1	51	-0.032346	-0.0320116	2.16099e-05
1	52	-0.0323662	-0.0320184	2.22443e-05
1	53	-0.0323868	-0.0320254	2.2885e-05
1	54	-0.0324079	-0.0320325	2.3532e-05
1	55	-0.0324294	-0.0320397	2.41854e-05
1	56	-0.0324512	-0.032047	2.48449e-05
1	57	-0.0324735	-0.0320545	2.55107e-05
1	58	-0.0324962	-0.0320621	2.61827e-05
1	59	-0.0325192	-0.0320699	2.68609e-05
1	60	-0.0325427	-0.0320777	2.75451e-05
1	61	-0.0325666	-0.0320858	2.82354e-05
1	62	-0.0325909	-0.0320939	2.89318e-05
1	63	-0.0326157	-0.0321022	2.96343e-05
1	64	-0.0326408	-0.0321106	3.03427e-05
1	65	-0.0326664	-0.0321192	3.10572e-05
1	66	-0.0326923	-0.0321278	3.17776e-05
1	67	-0.0327187	-0.0321367	3.25039e-05
1	68	-0.0327455	-0.0321456	3.32362e-05
1	69	-0.0327727	-0.0321547	3.39744e-05
1	70	-0.0328003	-0.0321639	3.47184e-05
1	71	-0.0329211	-0.0321746	3.583e-05
1	72	-0.03295	-0.0321854	3.69156e-05
1	73	-0.0329794	-0.0321962	3.79784e-05
1	74	-0.0330091	-0.0322072	3.90215e-05
1	75	-0.0330393	-0.0322183	4.00473e-05
1	76	-0.0330699	-0.0322295	4.1058e-05
1	77	-0.0331009	-0.0322408	4.20556e-05
1	78	-0.0331324	-0.0322523	4.30417e-05
1	79	-0.0331643	-0.0322638	4.40179e-05
1	80	-0.0331966	-0.0322755	4.49856e-05
1	81	-0.0332294	-0.0322872	4.59459e-05
1	82	-0.0332626	-0.0322991	4.68999e-05
1	83	-0.0332962	-0.0323112	4.78487e-05
1	84	-0.0333303	-0.0323233	4.8793e-05
1	85	-0.0333648	-0.0323355	4.97337e-05
1	86	-0.0333998	-0.0323479	5.06716e-05
1	87	-0.0334352	-0.0323604	5.16072e-05
1	88	-0.033471	-0.032373	5.25413e-05
1	89	-0.0335073	-0.0323858	5.34742e-05
1	90	-0.033544	-0.0323986	5.44066e-05
1	91	-0.0335812	-0.0324116	5.5339e-05
1	92	-0.0336188	-0.0324248	5.62716e-05
1	93	-0.0336569	-0.032438	5.7205e-05
1	94	-0.0340091	-0.0324547	5.89876e-05
1	95	-0.0340492	-0.0324715	6.07075e-05
1	96	-0.0340898	-0.0324884	6.23716e-05
1	97	-0.0341308	-0.0325053	6.39857e-05
1	98	-0.0341723	-0.0325223	6.55548e-05
1	99	-0.0342142	-0.0325394	6.70833e-05
1	100	-0.0342567	-0.0325566	6.85753e-05
1	101	-0.0342995	-0.0325738	7.00341e-05
1	102	-0.0343429	-0.0325912	7.14628e-05
1	103	-0.0343867	-0.0326086	7.28642e-05
1	104	-0.0344311	-0.0326261	7.42409e-05
1	105	-0.0344758	-0.0326437	7.5595e-05
1	106	-0.0345211	-0.0326615	7.69286e-05
1	107	-0.0345669	-0.0326793	7.82435e-05
1	108	-0.0346131	-0.0326972	7.95415e-05
1	109	-0.0346598	-0.0327152	8.08241e-05
1	110	-0.034707	-0.0327333	8.20926e-05
1	111	-0.0347547	-0.0327515	8.33485e-05
1	112	-0.0348029	-0.0327698	8.45929e-05
1	113	-0.0348516	-0.0327882	8.58269e-05
1	114	-0.0349007	-0.0328068	8.70515e-05
1	115	-0.0349504	-0.0328254	8.82677e-05
1	116	-0.0350006	-0.0328442	8.94764e-05
1	117	-0.0350513	-0.032863	9.06784e-05
1	118	-0.0351024	-0.032882	9.18744e-05
1	119	-0.0351541	-0.0329011	9.30652e-05
1	120	-0.0352063	-0.0329203	9.42515e-05
1	121	-0.035259	-0.0329396	9.54338e-05
1	122	-0.0353122	-0.0329591	9.66128e-05
1	123	-0.035366	-0.0329786	9.77889e-05
1	124	-0.0354202	-0.0329983	9.89628e-05
1	125	-0.035475	-0.0330181	0.000100135
1	126	-0.0355303	-0.0330381	0.000101306
1	127	-0.0355862	-0.0330581	0.000102476
1	128	-0.0356425	-0.0330783	0.000103645
1	129	-0.0356994	-0.0330987	0.000104814
1	130	-0.0357568	-0.0331191	0.000105984
1	131	-0.0358148	-0.0331397	0.000107154
1	132	-0.0358733	-0.0331604	0.000108325
1	133	-0.0359323	-0.0331812	0.000109497
1	134	-0.0359919	-0.0332022	0.00011067
1	135	-0.0360521	-0.0332233	0.000111846
1	136	-0.0361128	-0.0332446	0.000113023
1	137	-0.036174	-0.0332659	0.000114203
1	138	-0.0362358	-0.0332875	0.000115386
1	139	-0.0362982	-0.0333091	0.000116571
1	140	-0.0363611	-0.0333309	0.000117759
1	141	-0.0364246	-0.0333529	0.00011895
1	142	-0.0364745	-0.0333749	0.000120127
1	143	-0.0365393	-0.033397	0.000121308
1	144	-0.0366046	-0.0334193	0.000122493
1	145	-0.0366704	-0.0334417	0.000123684
1	146	-0.0367369	-0.0334642	0.000124879
1	147	-0.0368039	-0.033487	0.000126079
1	148	-0.0370449	-0.033511	0.000127498
1	149	-0.0371134	-0.0335352	0.000128915
1	150	-0.0371826	-0.0335595	0.000130328
1	151	-0.0372524	-0.033584	0.00013174
1	152	-0.0373228	-0.0336086	0.00013315
1	153	-0.0373938	-0.0336333	0.000134558
1	154	-0.0374654	-0.0336582	0.000135966
1	155	-0.0375376	-0.0336832	0.000137373
1	156	-0.0376105	-0.0337084	0.00013878
1	157	-0.0376839	-0.0337337	0.000140187
1	158	-0.037758	-0.0337592	0.000141595
1	159	-0.0378327	-0.0337848	0.000143003
1	160	-0.0379081	-0.0338106	0.000144413
1	161	-0.0379841	-0.0338365	0.000145824
1	162	-0.0380607	-0.0338626	0.000147237
1	163	-0.038138	-0.0338888	0.000148651
1	164	-0.0382159	-0.0339152	0.000150068
1	165	-0.0382945	-0.0339417	0.000151488
1	166	-0.0383737	-0.0339684	0.00015291
1	167	-0.038622	-0.0339963	0.000154512
1	168	-0.0387028	-0.0340243	0.000156112
1	169	-0.0387843	-0.0340525	0.000157708
1	170	-0.0388665	-0.0340808	0.000159303
1	171	-0.0389493	-0.0341093	0.000160895
1	172	-0.0390329	-0.0341379	0.000162486
1	173	-0.0391171	-0.0341667	0.000164076
1	174	-0.039202	-0.0341956	0.000165666
1	175	-0.0392876	-0.0342247	0.000167255
1	176	-0.0393739	-0.034254	0.000168844
1	177	-0.0394609	-0.0342834	0.000170434
1	178	-0.0395487	-0.034313	0.000172024
1	179	-0.0396371	-0.0343427	0.000173615
1	180	-0.0397263	-0.0343726	0.000175208
1	181	-0.0398162	-0.0344027	0.000176802
1	182	-0.0399068	-0.0344329	0.000178399
1	183	-0.0399982	-0.0344633	0.000179997
1	184	-0.0400903	-0.0344939	0.000181598
1	185	-0.0401832	-0.0345247	0.000183202
1	186	-0.0402768	-0.0345556	0.000184809
1	187	-0.0403711	-0.0345867	0.000186419
1	188	-0.0404663	-0.034618	0.000188032
1	189	-0.0405622	-0.0346494	0.00018965
1	190	-0.0406589	-0.034681	0.000191271
1	191	-0.0407563	-0.0347129	0.000192896
1	192	-0.0408546	-0.0347448	0.000194526
1	193	-0.0409536	-0.034777	0.00019616
1	194	-0.0410535	-0.0348094	0.000197799
1	195	-0.0411541	-0.0348419	0.000199442
1	196	-0.0412556	-0.0348746	0.000201091
1	197	-0.0413579	-0.0349075	0.000202746
1	198	-0.041461	-0.0349406	0.000204406
1	199	-0.0415649	-0.0349739	0.000206071
1	200	-0.0416697	-0.0350074	0.000207742
1	201	-0.0417753	-0.0350411	0.00020942
