step	acc_rate
0	-nan
683	0.0248902
684	0.0248538
685	0.0248175
686	0.0247813
687	0.0247453
688	0.0247093
689	0.0246734
690	0.0246377
691	0.024602
692	0.0245665
693	0.024531
694	0.0244957
695	0.0244604
696	0.0244253
697	0.0243902
698	0.0243553
699	0.0243205
700	0.0242857
701	0.0242511
702	0.0242165
703	0.0241821
704	0.0241477
705	0.0241135
706	0.0240793
707	0.0240453
708	0.0240113
709	0.0239774
710	0.0239437
711	0.02391
712	0.0238764
713	0.0238429
714	0.0238095
715	0.0237762
716	0.023743
717	0.0237099
718	0.0236769
719	0.0236439
720	0.0236111
721	0.0235784
722	0.0235457
723	0.0235131
724	0.0234807
725	0.0234483
726	0.023416
727	0.0233838
728	0.0233516
729	0.0233196
730	0.0232877
731	0.0232558
732	0.023224
733	0.0231924
734	0.0231608
735	0.0231293
736	0.0230978
737	0.0230665
738	0.0230352
739	0.0230041
740	0.022973
741	0.022942
742	0.0229111
743	0.0228802
744	0.0228495
745	0.0228188
746	0.0227882
747	0.0227577
748	0.0227273
749	0.0226969
750	0.0226667
751	0.0226365
752	0.0226064
753	0.0225764
754	0.0225464
755	0.0225166
756	0.0224868
757	0.0224571
758	0.0224274
759	0.0223979
760	0.0223684
761	0.022339
762	0.0223097
763	0.0222805
764	0.0222513
765	0.0222222
766	0.0221932
767	0.0221643
768	0.0221354
769	0.0221066
770	0.0220779
771	0.0220493
772	0.0220207
773	0.0219922
774	0.0219638
775	0.0219355
776	0.0219072
777	0.021879
778	0.0218509
779	0.0218228
780	0.0217949
781	0.021767
782	0.0217391
783	0.0217114
784	0.0216837
785	0.0216561
786	0.0216285
787	0.021601
788	0.0215736
789	0.0215463
790	0.021519
791	0.0214918
792	0.0214646
793	0.0214376
794	0.0214106
795	0.0213836
796	0.0213568
797	0.02133
798	0.0213033
799	0.0212766
800	0.02125
801	0.0212235
802	0.021197
803	0.0211706
804	0.0211443
805	0.021118
806	0.0210918
807	0.0210657
808	0.0210396
809	0.0210136
810	0.0209877
811	0.0209618
812	0.020936
813	0.0209102
814	0.0208845
815	0.0208589
816	0.0208333
